Level,Date and Time,Source,Event ID,Task Category
Information,5/22/2020 10:01:32 PM,Microsoft-Windows-Kernel-Power,521,(220),Active battery count change.
Information,5/22/2020 10:01:31 PM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 3 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 1901
Maximum performance percentage: 100
Minimum performance percentage: 40
Minimum throttle percentage: 4"
Information,5/22/2020 10:01:31 PM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 1 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 1901
Maximum performance percentage: 100
Minimum performance percentage: 40
Minimum throttle percentage: 4"
Information,5/22/2020 10:01:31 PM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 2 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 1901
Maximum performance percentage: 100
Minimum performance percentage: 40
Minimum throttle percentage: 4"
Information,5/22/2020 10:01:31 PM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 1901
Maximum performance percentage: 100
Minimum performance percentage: 40
Minimum throttle percentage: 4"
Information,5/22/2020 10:01:30 PM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \Device\HarddiskVolume1\EFI\Microsoft\Boot\BCD was cleared updating 67 keys and creating 6 modified pages.
Information,5/22/2020 10:01:30 PM,Microsoft-Windows-Kernel-General,15,None,Hive \SystemRoot\System32\Config\SOFTWARE was reorganized with a starting size of 91611136 bytes and an ending size of 91594752 bytes.
Information,5/22/2020 10:01:23 PM,MEIx64,2,None,Intel(R) Management Engine Interface driver has started successfully.
Information,5/22/2020 10:01:23 PM,Microsoft-Windows-Ntfs,98,None,Volume \\?\Volume{c2469c5e-cca2-4fee-946f-5df2920fa5a8} (\Device\HarddiskVolume4) is healthy.  No action is needed.
Warning,5/22/2020 10:01:23 PM,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WudfRd failed to load for the device ACPI\ACPI0008\4&1df6a035&0.
Information,5/22/2020 10:01:23 PM,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Information,5/22/2020 10:01:23 PM,Microsoft-Windows-Kernel-Power,172,(203),"Connectivity state in standby: Disconnected, Reason: NIC compliance"
Information,5/22/2020 10:01:23 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'npsvctrig' (10.0, ‎1977‎-‎09‎-‎12T17:19:34.000000000Z) has successfully loaded and registered with Filter Manager."
Information,5/22/2020 10:01:22 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileCrypt' (10.0, ‎2011‎-‎10‎-‎30T17:56:49.000000000Z) has successfully loaded and registered with Filter Manager."
Information,5/22/2020 10:01:22 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'aswSnx' (10.0, ‎2019‎-‎09‎-‎26T13:43:54.000000000Z) has successfully loaded and registered with Filter Manager."
Information,5/22/2020 10:01:22 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'aswSP' (10.0, ‎2019‎-‎09‎-‎26T14:45:52.000000000Z) has successfully loaded and registered with Filter Manager."
Information,5/22/2020 10:01:22 PM,Microsoft-Windows-Ntfs,98,None,Volume C: (\Device\HarddiskVolume3) is healthy.  No action is needed.
Information,5/22/2020 10:01:21 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'Wof' (10.0, ‎2096‎-‎10‎-‎27T15:24:16.000000000Z) has successfully loaded and registered with Filter Manager."
Information,5/22/2020 10:01:21 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileInfo' (10.0, ‎1989‎-‎07‎-‎13T03:15:12.000000000Z) has successfully loaded and registered with Filter Manager."
Information,5/22/2020 10:01:18 PM,Microsoft-Windows-Kernel-General,20,(6),"The leap second configuration has been updated.
Reason: Leap second data initialized from registry during boot
Leap seconds enabled: true
New leap second count: 0
Old leap second count: 0"
Information,5/22/2020 10:01:18 PM,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,5/22/2020 10:01:18 PM,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Information,5/22/2020 10:01:18 PM,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x0.
Information,5/22/2020 10:01:18 PM,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,5/22/2020 10:01:18 PM,Microsoft-Windows-Kernel-Boot,20,(31),The last shutdown's success status was true. The last boot's success status was true.
Information,5/22/2020 10:01:18 PM,Microsoft-Windows-Kernel-Boot,153,(62),Virtualization-based security (policies: 0) is disabled.
Information,5/22/2020 10:01:18 PM,Microsoft-Windows-Kernel-General,12,(1),The operating system started at system time ‎2020‎-‎05‎-‎22T20:01:16.500000000Z.
Information,3/24/2020 5:58:49 PM,Microsoft-Windows-Kernel-General,13,(2),The operating system is shutting down at system time ‎2020‎-‎03‎-‎24T16:58:49.718618800Z.
Information,3/24/2020 5:58:48 PM,Microsoft-Windows-Kernel-Power,109,(103),"The kernel power manager has initiated a shutdown transition.

Shutdown Reason: Kernel API"
Error,3/24/2020 5:58:45 PM,Schannel,36876,None,The certificate received from the remote server has not validated correctly. The error code is 0x80092013. The TLS connection request has failed. The attached data contains the server certificate.
Information,3/24/2020 5:58:44 PM,Microsoft-Windows-WLAN-AutoConfig,4001,None,"WLAN AutoConfig service has successfully stopped.
"
Warning,3/24/2020 5:58:44 PM,Microsoft-Windows-WLAN-AutoConfig,10002,None,"WLAN Extensibility Module has stopped.

Module Path: C:\WINDOWS\System32\bcmihvsrv64.dll
"
Information,5/22/2020 10:01:34 PM,EventLog,6013,None,The system uptime is 17 seconds.
Information,5/22/2020 10:01:34 PM,EventLog,6005,None,The Event log service was started.
Information,5/22/2020 10:01:34 PM,EventLog,6009,None,Microsoft (R) Windows (R) 10.00. 18362  Multiprocessor Free.
Information,3/24/2020 5:58:43 PM,Microsoft-Windows-Dhcp-Client,50037,Service State Event,DHCPv4 client service is stopped. ShutDown Flag value is 1
Information,3/24/2020 5:58:43 PM,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information,3/24/2020 5:58:43 PM,Microsoft-Windows-Dhcp-Client,50106,Service State Event,DHCPv4 is waiting on DHCPv6 service to stop
Information,3/24/2020 5:58:43 PM,Microsoft-Windows-DHCPv6-Client,51047,Service State Event,DHCPv6 client service is stopped. ShutDown Flag value is 1
Information,3/24/2020 5:58:43 PM,Microsoft-Windows-Dhcp-Client,50105,Service State Event,DHCPv4 client ProcessDHCPRequestForever received TERMINATE_EVENT
Information,3/24/2020 5:58:43 PM,Microsoft-Windows-Dhcp-Client,50104,Service State Event,DHCPv4 client received shutdown notification
Information,3/24/2020 5:58:43 PM,EventLog,6006,None,The Event log service was stopped.
Error,3/24/2020 5:58:29 PM,Service Control Manager,7043,None,The aswbIDSAgent service did not shut down properly after receiving a preshutdown control.
Error,3/24/2020 5:58:18 PM,Microsoft-Windows-DistributedCOM,10005,None,"DCOM got error ""1115"" attempting to start the service wuauserv with arguments ""Unavailable"" in order to run the server:
{E60687F7-01A1-40AA-86AC-DB1CBF673334}"
Error,3/24/2020 5:58:18 PM,Microsoft-Windows-DistributedCOM,10005,None,"DCOM got error ""1115"" attempting to start the service wuauserv with arguments ""Unavailable"" in order to run the server:
{E60687F7-01A1-40AA-86AC-DB1CBF673334}"
Error,3/24/2020 5:58:18 PM,Microsoft-Windows-DistributedCOM,10005,None,"DCOM got error ""1115"" attempting to start the service wuauserv with arguments ""Unavailable"" in order to run the server:
{E60687F7-01A1-40AA-86AC-DB1CBF673334}"
Error,3/24/2020 5:58:18 PM,Microsoft-Windows-DistributedCOM,10005,None,"DCOM got error ""1115"" attempting to start the service wuauserv with arguments ""Unavailable"" in order to run the server:
{E60687F7-01A1-40AA-86AC-DB1CBF673334}"
Error,3/24/2020 5:58:18 PM,Microsoft-Windows-DistributedCOM,10005,None,"DCOM got error ""1115"" attempting to start the service wuauserv with arguments ""Unavailable"" in order to run the server:
{E60687F7-01A1-40AA-86AC-DB1CBF673334}"
Error,3/24/2020 5:58:18 PM,Microsoft-Windows-DistributedCOM,10005,None,"DCOM got error ""1115"" attempting to start the service wuauserv with arguments ""Unavailable"" in order to run the server:
{E60687F7-01A1-40AA-86AC-DB1CBF673334}"
Error,3/24/2020 5:58:18 PM,Microsoft-Windows-DistributedCOM,10005,None,"DCOM got error ""1115"" attempting to start the service wuauserv with arguments ""Unavailable"" in order to run the server:
{E60687F7-01A1-40AA-86AC-DB1CBF673334}"
Information,3/24/2020 5:58:13 PM,Microsoft-Windows-Winlogon,7002,(1102),User Logoff Notification for Customer Experience Improvement Program
Information,3/24/2020 5:58:11 PM,User32,1074,None,"The process C:\Windows\System32\RuntimeBroker.exe (DESKTOP-ST7G6K7) has initiated the restart of computer DESKTOP-ST7G6K7 on behalf of user DESKTOP-ST7G6K7\Deivid for the following reason: Other (Unplanned)
 Reason Code: 0x0
 Shutdown Type: restart
 Comment: "
Warning,3/24/2020 5:57:55 PM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user DESKTOP-ST7G6K7\Deivid SID (S-1-5-21-2876271845-3438545391-1900302038-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.18362.449_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Error,3/24/2020 5:57:51 PM,Microsoft-Windows-DistributedCOM,10005,None,"DCOM got error ""1053"" attempting to start the service Disc Soft Lite Bus Service with arguments ""Unavailable"" in order to run the server:
{1BB2CAF7-8881-4CE8-B16A-3CA37C7C6F33}"
Error,3/24/2020 5:57:51 PM,Service Control Manager,7000,None,"The Disc Soft Lite Bus Service service failed to start due to the following error: 
The service did not respond to the start or control request in a timely fashion."
Error,3/24/2020 5:57:51 PM,Service Control Manager,7009,None,A timeout was reached (30000 milliseconds) while waiting for the Disc Soft Lite Bus Service service to connect.
Information,3/24/2020 5:57:37 PM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\WINDOWS\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\State\dosvcState.dat was cleared updating 25 keys and creating 8 modified pages.
Error,3/24/2020 5:57:21 PM,Microsoft-Windows-DistributedCOM,10005,None,"DCOM got error ""1053"" attempting to start the service Disc Soft Lite Bus Service with arguments ""Unavailable"" in order to run the server:
{1BB2CAF7-8881-4CE8-B16A-3CA37C7C6F33}"
Error,3/24/2020 5:57:21 PM,Service Control Manager,7000,None,"The Disc Soft Lite Bus Service service failed to start due to the following error: 
The service did not respond to the start or control request in a timely fashion."
Error,3/24/2020 5:57:21 PM,Service Control Manager,7009,None,A timeout was reached (30000 milliseconds) while waiting for the Disc Soft Lite Bus Service service to connect.
Warning,3/24/2020 5:56:48 PM,Microsoft-Windows-Kernel-Processor-Power,37,(7),The speed of processor 1 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 5 seconds since the last report.
Warning,3/24/2020 5:56:48 PM,Microsoft-Windows-Kernel-Processor-Power,37,(7),The speed of processor 0 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 5 seconds since the last report.
Warning,3/24/2020 5:56:48 PM,Microsoft-Windows-Kernel-Processor-Power,37,(7),The speed of processor 3 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 5 seconds since the last report.
Warning,3/24/2020 5:56:48 PM,Microsoft-Windows-Kernel-Processor-Power,37,(7),The speed of processor 2 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 5 seconds since the last report.
Information,3/24/2020 5:56:48 PM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Deivid\AppData\Local\Packages\Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information,3/24/2020 5:56:21 PM,Microsoft-Windows-Kernel-General,15,None,Hive \SystemRoot\System32\config\DRIVERS was reorganized with a starting size of 5705728 bytes and an ending size of 5611520 bytes.
Warning,3/24/2020 5:56:19 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user DESKTOP-ST7G6K7\Deivid SID (S-1-5-21-2876271845-3438545391-1900302038-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,3/24/2020 5:56:14 PM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Deivid\AppData\Local\Packages\Microsoft.SkypeApp_kzf8qxf38zg5c\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Warning,3/24/2020 5:56:11 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user DESKTOP-ST7G6K7\Deivid SID (S-1-5-21-2876271845-3438545391-1900302038-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
